Str,Sold,ExtP$,Day,WDay,Hr
AAW,3,250.97,28,Mon,16
AAW,11,584.13,28,Thu,16
AAW,6,416.94,28,Mon,17
AAW,23,759.40,28,Thu,17
AAW,8,358.03,28,Mon,18
AAW,11,512.39,28,Thu,18
AAW,3,272.47,28,Mon,19
AAW,9,577.41,28,Thu,19
AAW,3,50.87,29,Tue,9
AAW,2,-82.00,29,Fri,9
AAW,4,212.37,29,Tue,10
AAW,17,542.05,29,Fri,10
AAW,1,6.50,29,Tue,11
AAW,2,133.98,29,Fri,11
AAW,22,1016.04,29,Fri,12
AAW,1,40.49,29,Tue,13
AAW,13,675.89,29,Fri,13
AAW,1,20.99,29,Tue,14
AAW,8,596.95,29,Fri,14
AAW,5,28.33,29,Tue,15
AAW,6,519.00,29,Fri,15
AAW,9,288.51,29,Tue,16
AAW,11,520.85,29,Fri,16
AAW,5,259.65,29,Tue,17
AAW,15,483.54,29,Fri,17
AAW,0,-20.00,29,Tue,18
AAW,9,351.61,29,Fri,18
AAW,6,341.94,29,Tue,19
AAW,7,486.93,29,Fri,19
AAW,1,-52.24,30,Wed,9
AAW,3,-82.12,30,Sat,9
AAW,2,142.48,30,Wed,10
AAW,10,705.43,30,Sat,10
AAW,10,451.95,30,Wed,11
AAW,4,227.96,30,Sat,11
AAW,3,148.98,30,Wed,12
AAW,16,1211.34,30,Sat,12
AAW,5,462.45,30,Wed,13
AAW,46,1429.02,30,Sat,13
AAW,9,248.42,30,Wed,14
AAW,32,733.09,30,Sat,14
AAW,3,206.97,30,Wed,15
AAW,20,1086.68,30,Sat,15
AAW,14,542.81,30,Wed,16
AAW,18,436.65,30,Sat,16
AAW,7,273.34,30,Wed,17
AAW,8,459.93,30,Sat,17
AAW,7,240.06,30,Wed,18
AAW,25,29.99,30,Sat,18
AAW,14,183.90,30,Wed,19
AAW,1,15.29,31,Thu,11
AAW,1,139.99,31,Thu,12
AAW,9,466.81,31,Thu,13
AAW,7,447.97,31,Thu,16
AAW,3,46.23,31,Thu,17
AAW,6,280.96,31,Thu,18
AAW,5,92.95,31,Thu,19
NOV,2,81.68,1,Mon,10
NOV,9,387.58,1,Fri,10
NOV,9,659.03,1,Mon,11
NOV,14,591.19,1,Fri,11
NOV,11,281.32,1,Mon,12
NOV,42,684.85,1,Fri,12
NOV,10,584.60,1,Mon,13
NOV,25,645.06,1,Fri,13
NOV,6,420.35,1,Mon,14
NOV,11,614.09,1,Fri,14
NOV,15,231.89,1,Mon,15
NOV,13,340.86,1,Fri,15
NOV,4,228.56,1,Mon,16
NOV,12,449.26,1,Fri,16
NOV,8,694.22,1,Mon,17
NOV,17,964.86,1,Fri,17
NOV,9,326.21,1,Mon,18
NOV,55,863.62,1,Fri,18
NOV,3,260.96,1,Mon,19
NOV,14,840.90,1,Fri,19
NOV,1,85.49,1,Mon,20
NOV,7,352.94,1,Fri,20
NOV,1,109.99,2,Tue,9
NOV,0,4.70,2,Wed,9
NOV,7,196.20,2,Sat,9
NOV,12,151.53,2,Tue,10
NOV,11,439.49,2,Sat,10
NOV,4,232.46,2,Tue,11
NOV,40,255.53,2,Wed,11
NOV,53,1421.29,2,Sat,11
NOV,5,424.35,2,Tue,12
NOV,29,241.35,2,Wed,12
NOV,21,1215.01,2,Sat,12
NOV,1,21.59,2,Tue,13
NOV,36,1367.84,2,Sat,13
NOV,3,82.47,2,Tue,14
NOV,2,198.98,2,Wed,14
NOV,46,1618.47,2,Sat,14
NOV,11,278.69,2,Wed,15
NOV,85,3271.68,2,Sat,15
NOV,2,45.98,2,Tue,16
NOV,0,-22.00,2,Wed,16
NOV,31,727.36,2,Sat,16
NOV,7,328.73,2,Tue,17
NOV,2,24.98,2,Wed,17
NOV,44,1136.12,2,Sat,17
NOV,8,287.32,2,Tue,18
NOV,13,503.58,2,Sat,18
NOV,11,417.83,2,Tue,19
NOV,2,-89.02,2,Wed,19
NOV,1,22.49,3,Wed,10
NOV,2,167.97,3,Thu,10
NOV,5,128.65,3,Wed,11
NOV,2,109.12,3,Thu,11
NOV,18,975.38,3,Sun,12
NOV,7,351.53,3,Wed,12
NOV,1,107.99,3,Thu,12
NOV,40,1638.26,3,Sun,13
NOV,10,411.10,3,Wed,13
NOV,1,15.69,3,Thu,13
NOV,32,1210.14,3,Sun,14
NOV,1,-7.50,3,Wed,14
NOV,4,192.56,3,Thu,14
NOV,53,1303.33,3,Sun,15
NOV,17,549.83,3,Wed,15
NOV,11,128.55,3,Thu,15
NOV,44,859.56,3,Sun,16
NOV,14,266.99,3,Wed,16
NOV,1,10.99,3,Thu,16
NOV,1,98.99,3,Sun,17
NOV,12,545.42,3,Wed,17
NOV,4,17.78,3,Thu,17
NOV,5,250.96,3,Wed,18
NOV,1,-45.01,3,Thu,18
NOV,6,81.47,3,Wed,19
NOV,4,264.29,3,Thu,19
NOV,2,242.98,4,Mon,10
NOV,3,266.47,4,Thu,10
NOV,2,103.78,4,Fri,10
NOV,4,166.76,4,Mon,11
NOV,4,379.96,4,Thu,11
NOV,7,524.85,4,Fri,11
NOV,10,300.42,4,Mon,12
NOV,3,255.98,4,Thu,12
NOV,5,282.65,4,Fri,12
NOV,3,111.88,4,Mon,13
NOV,9,168.88,4,Thu,13
NOV,2,249.98,4,Fri,13
NOV,7,178.29,4,Mon,14
NOV,4,313.96,4,Thu,14
NOV,3,138.97,4,Fri,14
NOV,8,490.43,4,Mon,15
NOV,6,467.75,4,Thu,15
NOV,3,37.37,4,Fri,15
NOV,5,343.95,4,Mon,16
NOV,2,208.98,4,Thu,16
NOV,1,98.99,4,Fri,16
NOV,12,154.19,4,Mon,17
NOV,5,343.45,4,Thu,17
NOV,4,180.66,4,Fri,17
NOV,11,533.41,4,Mon,18
NOV,6,390.54,4,Thu,18
NOV,2,-179.68,4,Fri,18
NOV,10,537.21,4,Mon,19
NOV,20,315.30,4,Thu,19
NOV,2,215.98,4,Fri,19
NOV,4,98.16,4,Mon,20
NOV,5,188.55,4,Thu,20
NOV,4,216.96,4,Fri,20
NOV,3,193.98,5,Fri,9
NOV,16,26.60,5,Tue,10
NOV,4,287.68,5,Sat,10
NOV,1,37.79,5,Tue,11
NOV,8,422.18,5,Sat,11
NOV,6,267.45,5,Tue,12
NOV,5,277.05,5,Sat,12
NOV,6,470.45,5,Tue,13
NOV,4,121.96,5,Fri,13
NOV,16,702.82,5,Sat,13
NOV,6,460.95,5,Tue,14
NOV,41,1285.10,5,Fri,14
NOV,10,547.20,5,Sat,14
NOV,4,297.46,5,Tue,15
NOV,2,104.74,5,Fri,15
NOV,8,410.22,5,Sat,15
NOV,3,207.87,5,Tue,16
NOV,1,6.50,5,Fri,16
NOV,21,893.63,5,Sat,16
NOV,1,99.99,5,Tue,17
NOV,10,466.40,5,Fri,17
NOV,15,928.13,5,Sat,17
NOV,4,405.96,5,Tue,18
NOV,4,65.98,5,Fri,18
NOV,2,197.98,5,Sat,18
NOV,11,588.91,5,Tue,19
NOV,4,328.46,5,Fri,19
NOV,3,39.97,5,Tue,20
NOV,1,98.99,6,Sat,9
NOV,7,165.97,6,Wed,10
NOV,3,40.47,6,Sat,10
NOV,2,107.74,6,Wed,11
NOV,4,371.96,6,Sat,11
NOV,5,189.98,6,Sun,12
NOV,17,553.86,6,Wed,12
NOV,40,431.66,6,Sat,12
NOV,8,324.20,6,Sun,13
NOV,6,369.44,6,Wed,13
NOV,13,613.91,6,Sat,13
NOV,18,292.10,6,Sun,14
NOV,9,158.47,6,Wed,14
NOV,24,727.19,6,Sat,14
NOV,2,229.48,6,Sun,15
NOV,10,626.94,6,Wed,15
NOV,9,307.05,6,Sat,15
NOV,8,445.92,6,Sun,16
NOV,10,488.40,6,Wed,16
NOV,22,307.82,6,Sat,16
NOV,4,118.76,6,Wed,17
NOV,26,1382.69,6,Sat,17
NOV,5,367.45,6,Wed,18
NOV,9,473.85,6,Sat,18
NOV,5,425.45,6,Wed,19
NOV,5,84.44,6,Wed,20
NOV,3,147.00,7,Mon,10
NOV,1,109.99,7,Thu,10
NOV,4,127.76,7,Mon,11
NOV,28,169.46,7,Thu,11
NOV,6,339.54,7,Sun,12
NOV,1,9.99,7,Mon,12
NOV,11,806.69,7,Thu,12
NOV,14,559.57,7,Sun,13
NOV,1,139.99,7,Mon,13
NOV,11,498.53,7,Thu,13
NOV,10,781.30,7,Sun,14
NOV,5,291.55,7,Mon,14
NOV,5,128.03,7,Thu,14
NOV,16,733.48,7,Sun,15
NOV,4,336.66,7,Mon,15
NOV,10,601.92,7,Thu,15
NOV,41,470.01,7,Sun,16
NOV,3,264.97,7,Mon,16
NOV,12,512.29,7,Thu,16
NOV,1,64.99,7,Sun,17
NOV,4,107.96,7,Mon,17
NOV,19,929.54,7,Thu,17
NOV,26,386.44,7,Mon,18
NOV,8,432.75,7,Thu,18
NOV,4,210.62,7,Mon,19
NOV,3,144.57,7,Thu,19
NOV,9,184.46,7,Mon,20
NOV,3,7.50,8,Mon,9
NOV,4,159.06,8,Mon,10
NOV,1,109.99,8,Fri,10
NOV,5,278.95,8,Mon,11
NOV,2,184.20,8,Tue,11
NOV,8,180.82,8,Fri,11
NOV,13,293.35,8,Mon,12
NOV,0,74.00,8,Tue,12
NOV,8,-17.08,8,Fri,12
NOV,4,249.46,8,Mon,13
NOV,1,145.00,8,Tue,13
NOV,26,422.44,8,Fri,13
NOV,8,622.22,8,Mon,14
NOV,8,397.32,8,Tue,14
NOV,9,314.91,8,Fri,14
NOV,1,119.99,8,Mon,15
NOV,2,152.58,8,Tue,15
NOV,3,219.87,8,Fri,15
NOV,2,229.98,8,Mon,16
NOV,8,337.92,8,Tue,16
NOV,32,446.12,8,Fri,16
NOV,11,568.13,8,Mon,17
NOV,0,0.00,8,Tue,17
NOV,15,484.51,8,Fri,17
NOV,25,930.03,8,Mon,18
NOV,19,298.17,8,Tue,18
NOV,5,421.45,8,Fri,18
NOV,37,514.14,8,Mon,19
NOV,7,145.53,8,Tue,19
NOV,14,669.46,8,Fri,19
NOV,2,143.98,8,Mon,20
NOV,2,130.48,8,Fri,20
NOV,2,29.38,9,Sat,7
NOV,24,24.00,9,Wed,9
NOV,6,269.34,9,Sat,9
NOV,4,244.76,9,Tue,10
NOV,1,109.99,9,Wed,10
NOV,64,1594.36,9,Sat,10
NOV,2,233.48,9,Tue,11
NOV,4,283.48,9,Wed,11
NOV,29,1637.27,9,Sat,11
NOV,5,215.22,9,Tue,12
NOV,2,132.48,9,Wed,12
NOV,57,1673.71,9,Sat,12
NOV,8,566.92,9,Tue,13
NOV,47,1531.10,9,Sat,13
NOV,1,98.99,9,Tue,14
NOV,-1,-9.99,9,Wed,14
NOV,8,517.42,9,Sat,14
NOV,5,329.66,9,Tue,15
NOV,4,245.96,9,Wed,15
NOV,49,1197.75,9,Sat,15
NOV,2,202.47,9,Tue,16
NOV,3,48.97,9,Wed,16
NOV,9,754.92,9,Sat,16
NOV,-1,-17.99,9,Wed,17
NOV,6,148.07,9,Sat,17
NOV,13,227.29,9,Tue,18
NOV,1,0.00,9,Wed,18
NOV,8,453.92,9,Sat,18
NOV,5,179.95,9,Tue,19
NOV,4,134.96,9,Wed,19
NOV,18,286.48,9,Tue,20
NOV,1,29.99,10,Wed,9
NOV,1,84.99,10,Wed,10
NOV,2,143.98,10,Thu,10
NOV,3,122.37,10,Wed,11
NOV,6,374.94,10,Thu,11
NOV,7,435.43,10,Sun,12
NOV,3,283.47,10,Wed,12
NOV,2,112.49,10,Thu,12
NOV,24,1032.30,10,Sun,13
NOV,1,87.99,10,Wed,13
NOV,3,238.07,10,Thu,13
NOV,20,890.81,10,Sun,14
NOV,6,401.54,10,Wed,14
NOV,1,5.99,10,Thu,14
NOV,35,1752.57,10,Sun,15
NOV,1,99.99,10,Wed,15
NOV,6,377.64,10,Thu,15
NOV,9,688.42,10,Sun,16
NOV,1,98.99,10,Wed,16
NOV,5,255.95,10,Thu,16
NOV,14,262.26,10,Sun,17
NOV,6,375.95,10,Wed,17
NOV,0,-23.00,10,Thu,17
NOV,8,166.36,10,Wed,18
NOV,20,259.32,10,Thu,18
NOV,6,474.94,10,Wed,19
NOV,1,53.99,10,Wed,20
NOV,1,35.99,10,Thu,20
NOV,24,24.00,11,Mon,9
NOV,3,97.17,11,Thu,9
NOV,3,109.97,11,Fri,9
NOV,2,-298.48,11,Thu,10
NOV,4,243.66,11,Fri,10
NOV,5,349.15,11,Mon,11
NOV,6,176.72,11,Thu,11
NOV,3,265.97,11,Fri,11
NOV,5,377.46,11,Mon,12
NOV,1,97.99,11,Thu,12
NOV,2,141.98,11,Fri,12
NOV,1,29.99,11,Mon,13
NOV,19,384.83,11,Thu,13
NOV,7,423.93,11,Fri,13
NOV,3,279.97,11,Mon,14
NOV,3,295.97,11,Thu,14
NOV,1,89.99,11,Fri,14
NOV,5,392.45,11,Mon,15
NOV,4,246.46,11,Thu,15
NOV,3,176.97,11,Fri,15
NOV,8,269.45,11,Mon,16
NOV,15,578.23,11,Thu,16
NOV,5,162.75,11,Fri,16
NOV,3,175.78,11,Mon,17
NOV,12,457.42,11,Thu,17
NOV,1,109.99,11,Fri,17
NOV,14,613.06,11,Mon,18
NOV,4,304.96,11,Thu,18
NOV,5,262.45,11,Fri,18
NOV,63,358.89,11,Mon,19
NOV,33,292.21,11,Thu,19
NOV,6,8.50,11,Fri,19
NOV,8,480.44,11,Mon,20
NOV,1,3.25,12,Tue,9
NOV,2,7.18,12,Fri,9
NOV,3,244.97,12,Tue,10
NOV,36,483.18,12,Fri,10
NOV,2,210.58,12,Sat,10
NOV,27,179.97,12,Tue,11
NOV,5,19.64,12,Fri,11
NOV,4,318.18,12,Sat,11
NOV,43,972.35,12,Tue,12
NOV,9,119.37,12,Fri,12
NOV,5,438.95,12,Sat,12
NOV,17,827.86,12,Tue,13
NOV,17,272.33,12,Fri,13
NOV,4,432.46,12,Sat,13
NOV,7,381.23,12,Tue,14
NOV,5,315.95,12,Fri,14
NOV,1,79.99,12,Sat,14
NOV,2,224.98,12,Fri,15
NOV,33,585.91,12,Sat,15
NOV,10,707.60,12,Tue,16
NOV,18,519.09,12,Fri,16
NOV,5,287.25,12,Sat,16
NOV,8,329.95,12,Tue,17
NOV,4,88.73,12,Fri,17
NOV,6,356.34,12,Sat,17
NOV,5,283.83,12,Tue,18
NOV,3,254.47,12,Fri,18
NOV,19,1132.62,12,Tue,19
NOV,7,488.93,12,Fri,19
NOV,3,215.97,12,Tue,20
NOV,5,346.95,12,Fri,20
NOV,4,247.46,13,Wed,9
NOV,3,163.77,13,Sat,10
NOV,5,221.33,13,Wed,11
NOV,8,597.42,13,Sat,11
NOV,15,1045.18,13,Sun,12
NOV,12,619.39,13,Wed,12
NOV,24,971.48,13,Sat,12
NOV,10,850.20,13,Sun,13
NOV,5,253.41,13,Wed,13
NOV,8,416.92,13,Sat,13
NOV,6,205.24,13,Sun,14
NOV,2,7.49,13,Wed,14
NOV,24,769.42,13,Sat,14
NOV,4,215.06,13,Sun,15
NOV,10,334.80,13,Wed,15
NOV,21,319.75,13,Sat,15
NOV,4,205.96,13,Sun,16
NOV,9,447.32,13,Wed,16
NOV,10,809.90,13,Sat,16
NOV,8,521.95,13,Wed,17
NOV,25,723.01,13,Sat,17
NOV,13,582.14,13,Wed,18
NOV,4,443.96,13,Sat,18
NOV,7,103.22,13,Wed,19
NOV,5,305.45,13,Wed,20
NOV,1,29.99,14,Thu,9
NOV,3,317.47,14,Thu,10
NOV,10,294.96,14,Thu,11
NOV,3,127.97,14,Sun,12
NOV,0,0.00,14,Mon,12
NOV,10,537.01,14,Thu,12
NOV,15,803.56,14,Sun,13
NOV,5,108.48,14,Mon,13
NOV,15,188.71,14,Thu,13
NOV,5,341.95,14,Sun,14
NOV,4,278.26,14,Mon,14
NOV,5,-18.54,14,Thu,14
NOV,8,390.82,14,Sun,15
NOV,24,57.00,14,Mon,15
NOV,15,376.88,14,Thu,15
NOV,6,480.44,14,Sun,16
NOV,2,60.98,14,Mon,16
NOV,6,266.16,14,Thu,16
NOV,4,418.46,14,Sun,17
NOV,1,99.99,14,Mon,17
NOV,8,489.93,14,Thu,17
NOV,3,389.99,14,Mon,18
NOV,7,540.93,14,Thu,18
NOV,3,-7.03,14,Mon,19
NOV,5,74.26,14,Thu,19
NOV,1,103.49,14,Mon,20
NOV,2,44.98,14,Thu,20
NOV,5,427.95,15,Fri,9
NOV,7,203.23,15,Tue,10
NOV,0,69.00,15,Fri,10
NOV,4,127.46,15,Mon,11
NOV,3,206.87,15,Tue,11
NOV,10,328.86,15,Fri,11
NOV,5,26.99,15,Tue,12
NOV,44,777.02,15,Fri,12
NOV,5,279.45,15,Mon,13
NOV,3,229.47,15,Tue,13
NOV,18,891.62,15,Fri,13
NOV,3,244.97,15,Mon,14
NOV,1,114.99,15,Tue,14
NOV,3,248.97,15,Fri,14
NOV,3,303.97,15,Mon,15
NOV,1,139.99,15,Tue,15
NOV,21,440.88,15,Fri,15
NOV,8,424.92,15,Mon,16
NOV,1,14.99,15,Tue,16
NOV,21,794.71,15,Fri,16
NOV,4,151.98,15,Mon,17
NOV,2,41.38,15,Tue,17
NOV,23,467.14,15,Fri,17
NOV,9,660.41,15,Mon,18
NOV,9,138.81,15,Fri,18
NOV,24,242.06,15,Mon,19
NOV,4,343.96,15,Tue,19
NOV,33,194.52,15,Fri,19
NOV,2,203.98,15,Tue,20
NOV,2,50.99,16,Wed,9
NOV,5,163.58,16,Sat,9
NOV,1,99.99,16,Tue,10
NOV,2,226.98,16,Wed,10
NOV,42,698.33,16,Sat,10
NOV,3,185.97,16,Tue,11
NOV,2,125.98,16,Wed,11
NOV,63,1135.61,16,Sat,11
NOV,2,100.98,16,Tue,12
NOV,5,76.51,16,Wed,12
NOV,16,900.44,16,Sat,12
NOV,16,380.74,16,Tue,13
NOV,3,263.97,16,Wed,13
NOV,34,1331.18,16,Sat,13
NOV,5,-66.50,16,Tue,14
NOV,5,370.96,16,Wed,14
NOV,28,1163.79,16,Sat,14
NOV,2,130.98,16,Tue,15
NOV,2,117.98,16,Wed,15
NOV,16,631.90,16,Sat,15
NOV,7,294.23,16,Tue,16
NOV,5,253.85,16,Wed,16
NOV,15,1005.85,16,Sat,16
NOV,14,757.66,16,Tue,17
NOV,8,206.92,16,Wed,17
NOV,13,964.04,16,Sat,17
NOV,2,74.48,16,Tue,18
NOV,3,63.87,16,Wed,18
NOV,5,336.20,16,Sat,18
NOV,3,244.97,16,Tue,19
NOV,4,67.88,16,Wed,19
NOV,7,210.47,16,Wed,20
NOV,6,386.74,17,Wed,10
NOV,1,39.99,17,Thu,10
NOV,5,257.95,17,Wed,11
NOV,17,582.66,17,Sun,12
NOV,7,375.13,17,Wed,12
NOV,5,436.45,17,Thu,12
NOV,49,1021.83,17,Sun,13
NOV,2,129.58,17,Wed,13
NOV,10,468.21,17,Thu,13
NOV,35,1731.17,17,Sun,14
NOV,4,83.47,17,Wed,14
NOV,26,61.98,17,Thu,14
NOV,14,1011.42,17,Sun,15
NOV,3,147.99,17,Thu,15
NOV,9,623.91,17,Sun,16
NOV,3,225.36,17,Wed,16
NOV,4,318.96,17,Thu,16
NOV,24,282.37,17,Sun,17
NOV,4,352.96,17,Wed,17
NOV,3,240.97,17,Thu,17
NOV,22,557.78,17,Wed,18
NOV,3,157.48,17,Thu,18
NOV,15,309.83,17,Wed,19
NOV,5,299.55,17,Thu,19
NOV,2,215.98,17,Wed,20
NOV,4,49.47,18,Mon,9
NOV,2,32.26,18,Thu,9
NOV,5,197.95,18,Mon,10
NOV,1,1.00,18,Thu,10
NOV,4,63.96,18,Fri,10
NOV,1,103.49,18,Mon,11
NOV,2,3.18,18,Thu,11
NOV,1,89.99,18,Fri,11
NOV,7,328.93,18,Mon,12
NOV,2,144.98,18,Thu,12
NOV,5,323.75,18,Fri,12
NOV,2,134.98,18,Mon,13
NOV,4,232.37,18,Thu,13
NOV,1,29.00,18,Fri,13
NOV,11,757.71,18,Mon,14
NOV,4,237.96,18,Thu,14
NOV,3,93.97,18,Fri,14
NOV,13,798.87,18,Mon,15
NOV,10,365.94,18,Thu,15
NOV,9,541.93,18,Fri,15
NOV,14,903.91,18,Mon,16
NOV,4,288.96,18,Thu,16
NOV,5,208.95,18,Fri,16
NOV,13,783.03,18,Mon,17
NOV,5,133.65,18,Thu,17
NOV,5,402.95,18,Fri,17
NOV,20,1025.10,18,Mon,18
NOV,4,271.47,18,Thu,18
NOV,12,179.27,18,Fri,18
NOV,1,27.99,18,Mon,19
NOV,2,171.78,18,Thu,19
NOV,25,113.99,18,Fri,19
NOV,3,224.97,19,Tue,9
NOV,4,51.96,19,Fri,9
NOV,1,24.99,19,Sat,9
NOV,5,240.98,19,Sat,10
NOV,4,356.46,19,Tue,11
NOV,8,380.22,19,Fri,11
NOV,14,320.88,19,Sat,11
NOV,6,98.26,19,Tue,12
NOV,11,275.85,19,Fri,12
NOV,8,312.47,19,Sat,12
NOV,9,345.51,19,Tue,13
NOV,-1,-175.49,19,Fri,13
NOV,7,282.96,19,Sat,13
NOV,9,534.71,19,Tue,14
NOV,1,19.99,19,Fri,14
NOV,18,982.18,19,Sat,14
NOV,15,339.43,19,Tue,15
NOV,16,307.72,19,Fri,15
NOV,7,428.44,19,Sat,15
NOV,9,454.91,19,Tue,16
NOV,4,167.36,19,Fri,16
NOV,4,223.97,19,Sat,16
NOV,11,81.87,19,Tue,17
NOV,2,20.98,19,Fri,17
NOV,3,225.97,19,Sat,17
NOV,22,303.16,19,Tue,18
NOV,5,90.47,19,Fri,18
NOV,3,222.27,19,Sat,18
NOV,2,173.48,19,Tue,19
NOV,9,586.91,19,Fri,19
NOV,2,111.48,19,Fri,20
NOV,2,21.98,20,Sat,9
NOV,2,20.98,20,Wed,10
NOV,1,82.99,20,Sat,10
NOV,2,213.48,20,Wed,11
NOV,4,311.96,20,Sat,11
NOV,16,371.37,20,Sun,12
NOV,22,533.41,20,Wed,12
NOV,10,546.60,20,Sat,12
NOV,11,641.69,20,Sun,13
NOV,3,292.47,20,Wed,13
NOV,6,382.94,20,Sat,13
NOV,60,572.83,20,Sun,14
NOV,28,290.96,20,Wed,14
NOV,23,1174.65,20,Sat,14
NOV,4,352.96,20,Sun,15
NOV,2,199.98,20,Wed,15
NOV,36,1280.09,20,Sat,15
NOV,12,820.39,20,Sun,16
NOV,1,131.07,20,Wed,16
NOV,35,1621.52,20,Sat,16
NOV,22,349.43,20,Wed,17
NOV,5,467.95,20,Sat,17
NOV,14,899.12,20,Wed,18
NOV,3,38.99,20,Sat,18
NOV,7,-19.51,20,Wed,19
NOV,18,585.03,20,Wed,20
NOV,6,167.28,21,Sun,7
NOV,2,29.90,21,Sun,8
NOV,25,434.63,21,Sun,9
NOV,1,98.99,21,Mon,9
NOV,1,3.59,21,Thu,9
NOV,5,148.41,21,Sun,10
NOV,1,15.16,21,Mon,10
NOV,3,126.47,21,Thu,10
NOV,0,0.00,21,Sun,11
NOV,9,389.07,21,Mon,11
NOV,25,681.93,21,Sun,12
NOV,4,175.46,21,Mon,12
NOV,5,488.61,21,Thu,12
NOV,35,499.94,21,Sun,13
NOV,3,148.97,21,Mon,13
NOV,0,-9.00,21,Thu,13
NOV,23,915.09,21,Sun,14
NOV,9,646.11,21,Mon,14
NOV,6,473.14,21,Thu,14
NOV,18,884.39,21,Sun,15
NOV,1,66.99,21,Mon,15
NOV,3,240.33,21,Thu,15
NOV,12,708.05,21,Sun,16
NOV,9,545.66,21,Mon,16
NOV,-10,139.09,21,Thu,16
NOV,4,378.96,21,Sun,17
NOV,4,464.96,21,Mon,17
NOV,9,363.97,21,Thu,17
NOV,1,98.99,21,Mon,18
NOV,34,875.08,21,Thu,18
NOV,3,38.67,21,Mon,19
NOV,2,142.48,21,Thu,19
NOV,1,5.99,22,Mon,9
NOV,-1,-36.79,22,Mon,10
NOV,9,162.97,22,Tue,10
NOV,0,86.20,22,Fri,10
NOV,3,32.37,22,Mon,11
NOV,0,41.00,22,Tue,11
NOV,5,401.16,22,Fri,11
NOV,2,140.38,22,Mon,12
NOV,3,148.97,22,Tue,12
NOV,4,365.36,22,Fri,12
NOV,6,269.84,22,Mon,13
NOV,1,125.99,22,Tue,13
NOV,9,515.43,22,Fri,13
NOV,7,31.19,22,Mon,14
NOV,0,53.80,22,Tue,14
NOV,2,168.98,22,Fri,14
NOV,9,564.51,22,Mon,15
NOV,1,107.99,22,Tue,15
NOV,6,347.25,22,Fri,15
NOV,7,462.69,22,Mon,16
NOV,1,98.99,22,Tue,16
NOV,16,479.15,22,Fri,16
NOV,18,625.26,22,Mon,17
NOV,6,152.97,22,Tue,17
NOV,19,353.74,22,Fri,17
NOV,2,157.48,22,Mon,18
NOV,33,333.36,22,Fri,18
NOV,42,662.16,22,Mon,19
NOV,7,319.63,22,Tue,19
NOV,11,309.70,22,Fri,19
NOV,1,1.35,22,Mon,20
NOV,2,116.98,23,Sat,9
NOV,0,0.00,23,Tue,10
NOV,18,310.44,23,Sat,10
NOV,3,33.00,23,Tue,11
NOV,1,24.99,23,Wed,11
NOV,4,441.46,23,Sat,11
NOV,6,266.60,23,Tue,12
NOV,1,34.19,23,Wed,12
NOV,43,1458.63,23,Sat,12
NOV,11,842.49,23,Tue,13
NOV,4,332.96,23,Wed,13
NOV,18,1011.32,23,Sat,13
NOV,-1,-66.18,23,Tue,14
NOV,0,0.00,23,Wed,14
NOV,36,1317.69,23,Sat,14
NOV,1,125.99,23,Tue,15
NOV,6,171.56,23,Wed,15
NOV,35,1714.39,23,Sat,15
NOV,10,236.47,23,Tue,16
NOV,7,502.96,23,Wed,16
NOV,80,1513.47,23,Sat,16
NOV,1,98.99,23,Tue,17
NOV,5,199.95,23,Wed,17
NOV,9,494.94,23,Sat,17
NOV,10,437.82,23,Tue,18
NOV,3,228.97,23,Wed,18
NOV,12,634.74,23,Sat,18
NOV,6,239.72,23,Tue,19
NOV,3,63.97,23,Wed,19
NOV,11,397.63,23,Tue,20
NOV,24,24.00,24,Wed,9
NOV,2,194.98,24,Wed,10
NOV,3,82.47,24,Wed,11
NOV,22,920.49,24,Sun,12
NOV,2,207.98,24,Wed,12
NOV,8,347.46,24,Thu,12
NOV,28,1407.72,24,Sun,13
NOV,10,114.91,24,Wed,13
NOV,10,126.05,24,Thu,13
NOV,115,1650.34,24,Sun,14
NOV,5,134.09,24,Wed,14
NOV,1,12.00,24,Thu,14
NOV,28,821.37,24,Sun,15
NOV,3,137.23,24,Wed,15
NOV,1,118.99,24,Thu,15
NOV,32,942.78,24,Sun,16
NOV,7,250.93,24,Wed,16
NOV,1,19.99,24,Thu,16
NOV,2,65.68,24,Sun,17
NOV,6,146.37,24,Wed,17
NOV,1,30.99,24,Thu,17
NOV,8,260.69,24,Wed,18
NOV,27,182.37,24,Thu,18
NOV,9,526.17,24,Wed,19
NOV,10,170.47,24,Thu,19
NOV,2,202.98,24,Wed,20
NOV,1,88.99,25,Mon,10
NOV,2,224.98,25,Thu,10
NOV,112,269.65,25,Mon,11
NOV,0,16.00,25,Thu,11
NOV,0,58.99,25,Fri,11
NOV,8,378.64,25,Mon,12
NOV,5,311.95,25,Thu,12
NOV,4,54.98,25,Fri,12
NOV,26,182.84,25,Mon,13
NOV,3,12.97,25,Thu,13
NOV,1,89.99,25,Fri,13
NOV,20,279.38,25,Mon,14
NOV,9,497.11,25,Thu,14
NOV,3,110.23,25,Fri,14
NOV,21,261.84,25,Mon,15
NOV,10,343.44,25,Thu,15
NOV,3,226.77,25,Fri,15
NOV,3,108.97,25,Mon,16
NOV,2,121.99,25,Thu,16
NOV,9,410.97,25,Fri,16
NOV,18,618.19,25,Mon,17
NOV,1,107.99,25,Thu,17
NOV,30,327.78,25,Mon,18
NOV,0,9.00,25,Thu,18
